request_id,service_name,endpoint,method,response_time_ms,status_code,user_role,region,payload_size_kb,timestamp
13290,SAP,/users,DELETE,1421,500,admin,us-east-1,222,2026-06-29 11:40:58.300516
13291,Stripe,/orders,PUT,1291,200,developer,eu-central-1,2,2026-06-18 07:28:58.300600
13292,Workday,/orders,GET,360,200,analyst,us-east-1,434,2026-06-15 04:24:58.300669
13293,Salesforce,/customers,GET,817,200,admin,eu-central-1,162,2026-07-12 02:57:58.300744
13294,SAP,/users,POST,151,200,developer,eu-central-1,417,2026-07-10 06:14:58.300818
13295,SAP,/reports,GET,1007,200,analyst,eu-central-1,36,2026-06-28 01:17:58.300888
13296,ServiceNow,/customers,POST,1285,201,admin,us-east-1,245,2026-07-04 12:44:58.300962
13297,Stripe,/reports,POST,738,200,analyst,us-west-2,196,2026-07-14 02:04:58.301031
13298,Stripe,/users,POST,392,200,viewer,us-west-2,209,2026-06-29 08:44:58.301098
13299,Salesforce,/users,PUT,381,401,viewer,us-east-1,204,2026-07-02 11:06:58.301165
13300,Salesforce,/payments,DELETE,1070,201,developer,eu-central-1,317,2026-07-08 18:07:58.301232
13301,Workday,/users,GET,822,200,developer,eu-central-1,145,2026-07-06 07:15:58.301300
13302,Slack,/payments,POST,535,200,viewer,us-east-1,29,2026-07-08 18:45:58.301367
13303,SAP,/transactions,GET,215,200,developer,us-west-2,107,2026-06-11 22:55:58.301445
13304,Workday,/orders,PUT,1055,403,viewer,us-west-2,67,2026-07-14 15:19:58.301542
13305,Workday,/reports,DELETE,1005,200,analyst,us-east-1,401,2026-07-01 15:04:58.301617
13306,Workday,/payments,PUT,363,200,admin,us-east-1,161,2026-07-01 07:51:58.301685
13307,ServiceNow,/customers,POST,588,200,analyst,us-east-1,263,2026-06-23 04:14:58.301753
13308,SAP,/customers,GET,1115,201,developer,us-west-2,168,2026-06-19 17:12:58.301820
13309,Workday,/transactions,PUT,1263,200,analyst,us-west-2,265,2026-07-12 13:05:58.301887
13310,Salesforce,/transactions,POST,1464,200,analyst,eu-central-1,289,2026-07-02 16:39:58.301961
13311,Workday,/transactions,PUT,931,200,viewer,us-west-2,218,2026-06-17 09:40:58.302032
13312,Workday,/payments,GET,724,200,admin,us-east-1,461,2026-07-12 14:50:58.302107
13313,Salesforce,/orders,PUT,338,200,analyst,eu-central-1,105,2026-07-07 05:46:58.302174
13314,Slack,/users,DELETE,1485,400,analyst,eu-central-1,303,2026-07-06 21:28:58.302244
13315,Slack,/customers,DELETE,1031,200,analyst,us-west-2,485,2026-06-22 19:32:58.302314
13316,Workday,/transactions,DELETE,1362,200,developer,us-east-1,186,2026-06-16 07:04:58.302381
13317,Workday,/orders,POST,1144,403,developer,eu-central-1,462,2026-07-13 20:45:58.302457
13318,ServiceNow,/customers,PUT,1459,200,analyst,us-west-2,140,2026-06-28 12:35:58.302543
13319,Salesforce,/payments,POST,144,200,viewer,eu-central-1,263,2026-06-20 07:35:58.302612
13320,Stripe,/users,DELETE,1009,201,analyst,us-west-2,263,2026-07-04 22:27:58.302680
13321,Workday,/orders,PUT,1060,200,admin,us-east-1,378,2026-06-27 07:16:58.302747
13322,Workday,/transactions,DELETE,1186,200,admin,us-east-1,77,2026-07-03 06:02:58.302813
13323,SAP,/transactions,PUT,959,201,viewer,us-west-2,18,2026-06-19 01:34:58.302889
13324,ServiceNow,/reports,PUT,314,200,analyst,us-east-1,371,2026-06-25 09:52:58.302964
13325,Stripe,/transactions,PUT,398,403,analyst,us-west-2,109,2026-06-22 13:23:58.303034
13326,Slack,/payments,DELETE,954,200,developer,eu-central-1,138,2026-07-14 14:43:58.303101
13327,Stripe,/orders,DELETE,566,401,developer,us-west-2,51,2026-07-03 19:28:58.303168
13328,Slack,/users,POST,643,404,admin,us-east-1,51,2026-07-03 19:46:58.303235
13329,Slack,/transactions,PUT,189,200,developer,us-east-1,325,2026-07-09 04:59:58.303305
13330,Salesforce,/payments,DELETE,423,500,viewer,us-west-2,283,2026-07-09 10:35:58.303373
13331,Slack,/users,DELETE,733,200,viewer,us-east-1,435,2026-07-03 02:59:58.303458
13332,Stripe,/transactions,PUT,875,200,viewer,us-west-2,111,2026-07-08 12:55:58.303544
13333,Workday,/payments,DELETE,294,201,developer,us-east-1,376,2026-06-22 02:38:58.303620
13334,SAP,/users,POST,213,200,analyst,eu-central-1,459,2026-06-30 03:30:58.303690
13335,SAP,/orders,PUT,788,200,admin,eu-central-1,349,2026-06-17 23:18:58.303761
13336,ServiceNow,/transactions,DELETE,326,200,admin,us-east-1,386,2026-06-13 00:09:58.303829
13337,Salesforce,/orders,POST,280,201,developer,us-east-1,148,2026-07-11 19:35:58.303897
13338,Stripe,/reports,PUT,370,200,viewer,eu-central-1,363,2026-06-19 20:21:58.303973
13339,Slack,/orders,PUT,1327,200,analyst,us-west-2,137,2026-07-06 14:45:58.304042
13340,ServiceNow,/customers,GET,108,403,analyst,us-east-1,223,2026-07-12 04:22:58.304110
13341,ServiceNow,/payments,POST,544,500,viewer,us-east-1,34,2026-06-12 23:11:58.304177
13342,Stripe,/users,PUT,931,200,viewer,us-west-2,372,2026-06-16 23:18:58.304245
13343,ServiceNow,/reports,DELETE,450,200,analyst,eu-central-1,250,2026-07-02 19:17:58.304312
13344,Stripe,/reports,PUT,1195,200,analyst,eu-central-1,10,2026-06-23 03:18:58.304379
13345,Workday,/orders,POST,176,200,analyst,us-west-2,421,2026-06-13 07:33:58.304460
13346,Salesforce,/reports,DELETE,607,200,developer,us-west-2,254,2026-06-14 07:41:58.304551
13347,Stripe,/payments,DELETE,137,200,admin,us-west-2,399,2026-06-28 17:35:58.304621
13348,Stripe,/reports,POST,583,200,admin,us-west-2,380,2026-06-16 13:57:58.304690
13349,Salesforce,/reports,POST,1449,200,developer,eu-central-1,99,2026-07-09 06:53:58.304760
13350,Workday,/orders,PUT,516,200,developer,us-east-1,281,2026-07-09 10:22:58.304830
13351,Salesforce,/customers,PUT,747,201,analyst,eu-central-1,414,2026-06-19 17:50:58.304898
13352,ServiceNow,/reports,POST,218,200,viewer,us-west-2,453,2026-06-23 03:07:58.304966
13353,Stripe,/customers,POST,1011,200,admin,us-west-2,28,2026-06-11 23:05:58.305034
13354,Workday,/orders,DELETE,1335,200,analyst,us-east-1,7,2026-06-21 21:54:58.305102
13355,Slack,/payments,DELETE,1064,200,viewer,us-west-2,464,2026-07-02 18:30:58.305173
13356,SAP,/customers,POST,222,401,viewer,us-west-2,344,2026-07-12 09:46:58.305242
13357,Salesforce,/users,DELETE,988,201,developer,eu-central-1,237,2026-06-27 19:45:58.305310
13358,Salesforce,/customers,GET,1096,200,admin,eu-central-1,369,2026-06-12 16:10:58.305377
13359,Workday,/orders,PUT,27,200,viewer,us-west-2,87,2026-07-04 04:48:58.305457
13360,Salesforce,/transactions,GET,768,201,viewer,eu-central-1,97,2026-07-08 14:27:58.305543
13361,SAP,/users,POST,351,200,viewer,us-west-2,163,2026-06-11 03:23:58.305612
13362,Slack,/payments,GET,1036,200,admin,eu-central-1,203,2026-06-22 08:15:58.305680
13363,Stripe,/payments,GET,85,200,analyst,eu-central-1,472,2026-06-21 06:27:58.305748
13364,Stripe,/orders,GET,1227,403,analyst,us-west-2,2,2026-07-14 01:10:58.305816
13365,ServiceNow,/orders,PUT,502,200,admin,us-east-1,32,2026-07-11 21:10:58.305887
13366,Stripe,/transactions,GET,553,200,viewer,us-west-2,81,2026-07-04 10:55:58.305957
13367,ServiceNow,/customers,GET,205,200,viewer,us-east-1,422,2026-06-29 11:41:58.306024
13368,ServiceNow,/orders,PUT,344,200,analyst,eu-central-1,27,2026-06-22 23:25:58.306095
13369,Salesforce,/users,POST,676,404,analyst,us-west-2,297,2026-07-04 22:48:58.306164
13370,Workday,/users,POST,818,201,admin,us-east-1,100,2026-06-18 11:36:58.306235
13371,SAP,/payments,GET,242,200,admin,us-west-2,211,2026-07-06 06:14:58.306304
13372,Stripe,/reports,DELETE,817,404,admin,eu-central-1,392,2026-07-13 01:18:58.306371
13373,SAP,/customers,POST,327,403,developer,eu-central-1,386,2026-06-26 17:21:58.306447
13374,Workday,/orders,PUT,1180,200,developer,eu-central-1,256,2026-06-17 02:32:58.306559
13375,ServiceNow,/transactions,PUT,1490,200,analyst,eu-central-1,259,2026-07-05 08:34:58.306660
13376,Salesforce,/orders,DELETE,1207,200,viewer,eu-central-1,413,2026-06-13 08:42:58.306731
13377,Stripe,/transactions,GET,1152,200,developer,us-west-2,495,2026-06-12 22:51:58.306799
13378,ServiceNow,/transactions,POST,188,200,analyst,us-east-1,66,2026-06-13 18:24:58.306867
13379,Slack,/payments,DELETE,157,404,viewer,eu-central-1,398,2026-06-25 22:54:58.306935
13380,Slack,/users,GET,1310,201,viewer,eu-central-1,48,2026-07-13 18:34:58.307004
13381,Salesforce,/reports,PUT,548,200,analyst,us-west-2,420,2026-06-23 19:50:58.307072
13382,SAP,/transactions,DELETE,1020,200,analyst,eu-central-1,482,2026-07-01 20:10:58.307139
13383,Stripe,/payments,PUT,369,200,admin,us-west-2,223,2026-07-10 22:51:58.307208
13384,ServiceNow,/orders,PUT,801,403,analyst,us-west-2,133,2026-07-09 15:30:58.307277
13385,Workday,/orders,POST,431,403,analyst,us-west-2,321,2026-07-12 21:40:58.307345
13386,Salesforce,/customers,PUT,1259,200,developer,us-west-2,55,2026-06-13 11:54:58.307426
13387,Stripe,/transactions,DELETE,1454,200,admin,eu-central-1,201,2026-07-07 20:32:58.307518
13388,Salesforce,/orders,POST,915,200,analyst,us-west-2,196,2026-06-29 22:42:58.307594
13389,Salesforce,/users,POST,670,200,analyst,us-west-2,467,2026-07-06 00:41:58.307664
13390,Workday,/users,DELETE,913,200,admin,eu-central-1,5,2026-06-28 18:13:58.307734
13391,ServiceNow,/payments,PUT,537,403,analyst,us-west-2,58,2026-06-28 14:22:58.307803
13392,Stripe,/payments,DELETE,1413,200,analyst,us-west-2,371,2026-07-11 19:08:58.307870
13393,ServiceNow,/customers,GET,967,400,admin,eu-central-1,405,2026-06-13 02:50:58.307937
13394,ServiceNow,/transactions,GET,796,200,admin,us-west-2,273,2026-07-13 19:45:58.308006
13395,Workday,/users,DELETE,1216,500,viewer,eu-central-1,397,2026-07-08 16:18:58.308073
13396,Slack,/reports,POST,167,200,admin,us-west-2,83,2026-06-21 15:42:58.308149
13397,SAP,/orders,DELETE,261,201,analyst,eu-central-1,200,2026-06-14 00:10:58.308219
13398,Salesforce,/transactions,DELETE,995,200,developer,us-east-1,317,2026-06-11 15:58:58.308287
13399,Salesforce,/payments,GET,45,200,analyst,eu-central-1,482,2026-06-10 23:29:58.308355
13400,Stripe,/customers,DELETE,590,200,developer,us-east-1,124,2026-07-12 15:41:58.308429
13401,Workday,/users,PUT,1006,200,analyst,us-east-1,405,2026-06-17 19:01:58.308518
13402,ServiceNow,/transactions,PUT,385,401,viewer,eu-central-1,486,2026-07-14 15:24:58.308589
13403,SAP,/orders,PUT,691,201,analyst,us-west-2,345,2026-07-07 21:11:58.308658
13404,ServiceNow,/transactions,DELETE,1179,500,admin,us-east-1,394,2026-07-01 16:22:58.308726
13405,Stripe,/transactions,PUT,459,200,analyst,us-east-1,215,2026-06-30 16:11:58.308793
13406,Stripe,/payments,GET,886,200,admin,us-east-1,87,2026-06-25 01:41:58.308865
13407,ServiceNow,/reports,POST,1276,401,viewer,us-west-2,169,2026-07-09 13:51:58.308941
13408,Stripe,/reports,POST,400,200,admin,us-east-1,275,2026-07-04 14:42:58.309012
13409,Stripe,/transactions,DELETE,881,400,developer,us-west-2,116,2026-07-11 14:28:58.309091
13410,Stripe,/payments,POST,1473,200,viewer,us-east-1,463,2026-06-25 02:29:58.309159
13411,Salesforce,/users,PUT,1050,200,admin,eu-central-1,132,2026-07-15 08:59:58.309226
13412,Salesforce,/customers,PUT,1296,500,developer,eu-central-1,355,2026-06-18 00:51:58.309294
13413,SAP,/transactions,DELETE,1445,500,analyst,us-west-2,78,2026-07-12 05:56:58.309362
13414,SAP,/users,DELETE,720,200,analyst,us-west-2,203,2026-06-19 16:21:58.309440
13415,Stripe,/transactions,DELETE,1304,401,analyst,us-west-2,471,2026-06-12 07:07:58.309525
13416,SAP,/orders,PUT,44,200,developer,us-west-2,353,2026-07-11 23:11:58.309599
13417,Stripe,/payments,POST,560,200,viewer,us-east-1,343,2026-07-12 03:20:58.309669
13418,Workday,/customers,POST,791,200,viewer,us-west-2,398,2026-06-19 23:31:58.309737
13419,Slack,/users,PUT,1236,200,admin,us-west-2,246,2026-06-14 11:34:58.309805
13420,Workday,/payments,GET,999,200,developer,us-west-2,126,2026-07-03 17:46:58.309873
13421,Salesforce,/reports,POST,922,400,analyst,eu-central-1,101,2026-06-20 11:32:58.309941
13422,Stripe,/reports,DELETE,528,201,viewer,eu-central-1,440,2026-07-10 05:54:58.310010
13423,ServiceNow,/payments,DELETE,188,201,analyst,us-west-2,180,2026-07-07 13:30:58.310078
13424,Workday,/orders,PUT,494,200,admin,eu-central-1,72,2026-06-11 20:05:58.310146
13425,Salesforce,/payments,GET,413,200,developer,us-east-1,473,2026-07-12 19:00:58.310214
13426,Workday,/orders,GET,106,200,analyst,eu-central-1,197,2026-07-01 03:32:58.310281
13427,Salesforce,/reports,POST,927,500,analyst,us-west-2,496,2026-06-20 21:13:58.310355
13428,Slack,/users,PUT,1408,403,admin,eu-central-1,213,2026-06-16 00:27:58.310433
13429,SAP,/customers,PUT,1295,200,analyst,us-west-2,341,2026-06-15 22:18:58.310518
13430,Stripe,/reports,PUT,1472,201,analyst,us-east-1,33,2026-06-23 20:11:58.310590
13431,Slack,/orders,POST,588,200,analyst,us-east-1,287,2026-07-14 00:24:58.310659
13432,SAP,/users,PUT,737,500,developer,us-west-2,11,2026-06-13 03:15:58.310727
13433,ServiceNow,/payments,POST,911,200,admin,eu-central-1,20,2026-06-13 03:23:58.310795
13434,Slack,/transactions,GET,1341,200,viewer,us-east-1,249,2026-06-21 06:09:58.310863
13435,Salesforce,/customers,DELETE,1009,200,admin,eu-central-1,379,2026-07-07 02:00:58.310932
13436,Slack,/users,PUT,46,201,developer,eu-central-1,147,2026-06-17 07:43:58.311003
13437,Workday,/transactions,PUT,1171,200,viewer,eu-central-1,153,2026-06-18 05:17:58.311083
13438,Workday,/transactions,PUT,693,200,analyst,eu-central-1,7,2026-07-04 07:24:58.311153
13439,ServiceNow,/payments,PUT,333,201,viewer,eu-central-1,373,2026-07-15 02:41:58.311221
13440,ServiceNow,/payments,POST,601,200,analyst,us-east-1,22,2026-07-03 21:37:58.311289
13441,Workday,/customers,DELETE,520,200,analyst,us-east-1,407,2026-07-05 06:47:58.311356
13442,Slack,/payments,DELETE,30,200,viewer,us-west-2,56,2026-07-09 09:50:58.311434
13443,Salesforce,/payments,POST,41,200,analyst,us-west-2,96,2026-06-30 16:41:58.311520
13444,SAP,/transactions,PUT,936,200,viewer,us-east-1,89,2026-07-04 22:48:58.311591
13445,Workday,/customers,GET,391,200,viewer,us-east-1,37,2026-06-28 03:29:58.311659
13446,Workday,/orders,GET,1233,401,viewer,us-west-2,90,2026-06-28 18:56:58.311729
13447,Stripe,/payments,PUT,1328,200,developer,us-east-1,179,2026-07-04 21:59:58.311806
13448,Workday,/orders,POST,849,200,developer,eu-central-1,309,2026-06-24 14:59:58.311876
13449,ServiceNow,/reports,GET,984,200,developer,us-east-1,274,2026-06-20 18:10:58.311945
13450,ServiceNow,/customers,PUT,1260,201,admin,us-east-1,270,2026-06-15 22:50:58.312013
13451,Workday,/orders,PUT,926,400,viewer,us-west-2,340,2026-07-07 16:25:58.312089
13452,SAP,/reports,PUT,526,200,viewer,eu-central-1,12,2026-06-23 21:09:58.312158
13453,SAP,/reports,GET,871,200,viewer,us-west-2,35,2026-06-30 07:27:58.312225
13454,Slack,/customers,PUT,164,200,viewer,us-west-2,146,2026-07-10 05:44:58.312293
13455,Workday,/transactions,PUT,1315,200,developer,us-west-2,369,2026-06-14 11:42:58.312360
13456,Salesforce,/transactions,POST,106,200,admin,us-west-2,58,2026-06-14 22:38:58.312444
13457,SAP,/orders,PUT,179,200,viewer,us-east-1,238,2026-06-26 13:59:58.312541
13458,ServiceNow,/transactions,PUT,1344,200,viewer,eu-central-1,354,2026-06-10 23:36:58.312612
13459,ServiceNow,/transactions,DELETE,820,200,admin,us-west-2,146,2026-06-30 02:52:58.312680
13460,Stripe,/users,PUT,818,200,viewer,eu-central-1,471,2026-06-15 20:37:58.312747
13461,Salesforce,/reports,POST,913,200,developer,us-east-1,262,2026-06-26 14:51:58.312814
13462,Stripe,/payments,GET,1400,200,analyst,eu-central-1,484,2026-06-14 15:24:58.312882
13463,Workday,/reports,DELETE,878,200,admin,us-west-2,137,2026-06-16 10:15:58.312950
13464,ServiceNow,/payments,POST,429,200,developer,us-west-2,36,2026-06-22 06:58:58.313018
13465,Slack,/orders,POST,1317,200,analyst,us-east-1,151,2026-07-03 02:20:58.313085
13466,Salesforce,/payments,PUT,1177,401,developer,eu-central-1,356,2026-07-08 05:01:58.313155
13467,Salesforce,/payments,PUT,769,200,analyst,eu-central-1,369,2026-06-13 10:05:58.313228
13468,ServiceNow,/reports,DELETE,923,200,developer,us-west-2,476,2026-07-08 11:36:58.313303
13469,Workday,/customers,PUT,1368,400,viewer,us-east-1,261,2026-06-30 06:53:58.313375
13470,Stripe,/payments,DELETE,768,404,developer,us-east-1,144,2026-07-08 11:31:58.313465
13471,Workday,/reports,GET,503,200,viewer,us-west-2,24,2026-07-04 06:46:58.313552
13472,Stripe,/reports,PUT,1018,200,admin,us-west-2,140,2026-07-06 06:58:58.313622
13473,SAP,/customers,POST,123,400,analyst,us-west-2,344,2026-06-16 20:47:58.313689
13474,Stripe,/payments,DELETE,760,200,admin,us-east-1,378,2026-07-14 14:50:58.313757
13475,Salesforce,/payments,DELETE,1047,400,viewer,us-east-1,322,2026-07-02 11:17:58.313824
13476,ServiceNow,/payments,PUT,567,200,viewer,us-east-1,1,2026-07-05 23:05:58.313893
13477,Workday,/transactions,POST,1315,200,admin,us-west-2,452,2026-06-25 15:09:58.313964
13478,ServiceNow,/users,POST,198,200,viewer,us-east-1,270,2026-07-10 02:18:58.314034
13479,Slack,/payments,GET,776,200,admin,eu-central-1,357,2026-07-10 04:13:58.314115
13480,Stripe,/orders,GET,1193,403,developer,us-east-1,284,2026-06-26 08:28:58.314191
13481,Slack,/orders,POST,836,200,viewer,eu-central-1,35,2026-06-27 05:09:58.314259
13482,SAP,/payments,DELETE,898,201,viewer,us-west-2,124,2026-06-23 23:31:58.314327
13483,Workday,/reports,DELETE,591,200,admin,us-west-2,172,2026-06-25 17:53:58.314395
13484,SAP,/reports,PUT,585,200,analyst,us-east-1,492,2026-06-19 19:23:58.314487
13485,Stripe,/customers,DELETE,860,200,viewer,us-east-1,32,2026-06-22 22:08:58.314565
13486,Slack,/payments,PUT,1069,200,admin,us-west-2,172,2026-07-04 15:07:58.314636
13487,Stripe,/orders,DELETE,1359,200,developer,us-west-2,336,2026-06-29 05:35:58.314704
13488,Slack,/customers,DELETE,460,200,analyst,eu-central-1,403,2026-06-19 06:55:58.314775
13489,Stripe,/users,PUT,922,200,analyst,us-west-2,123,2026-06-19 04:33:58.314844
13490,Salesforce,/reports,DELETE,837,500,developer,us-east-1,411,2026-07-02 18:22:58.314911
13491,Workday,/reports,DELETE,40,200,developer,eu-central-1,481,2026-06-20 02:00:58.314979
13492,Slack,/reports,DELETE,1080,200,analyst,us-east-1,403,2026-06-30 20:46:58.315047
13493,Slack,/payments,PUT,334,200,analyst,eu-central-1,143,2026-07-13 17:27:58.315114
13494,Salesforce,/payments,PUT,1055,200,developer,us-west-2,349,2026-06-16 01:41:58.315182
13495,ServiceNow,/customers,DELETE,1100,201,developer,us-west-2,233,2026-07-13 12:40:58.315249
13496,Slack,/customers,DELETE,29,200,analyst,eu-central-1,364,2026-07-05 01:58:58.315316
13497,Workday,/users,GET,1486,200,viewer,us-east-1,112,2026-07-04 12:06:58.315383
13498,ServiceNow,/customers,GET,1488,200,analyst,us-east-1,420,2026-07-03 17:16:58.315489
13499,Workday,/orders,POST,880,200,analyst,us-west-2,9,2026-07-15 00:55:58.315566
13500,ServiceNow,/transactions,POST,556,200,admin,us-east-1,225,2026-07-11 12:14:58.315635
13501,Slack,/transactions,DELETE,389,200,developer,us-east-1,261,2026-07-07 18:10:58.315705
13502,ServiceNow,/users,GET,34,200,developer,us-west-2,376,2026-07-08 05:17:58.315773
13503,Slack,/users,POST,382,200,analyst,eu-central-1,216,2026-06-13 07:56:58.315841
13504,Stripe,/reports,GET,1336,200,developer,us-west-2,342,2026-07-11 05:44:58.315909
13505,Salesforce,/customers,GET,540,400,admin,us-east-1,186,2026-06-27 13:47:58.315985
13506,Slack,/customers,PUT,29,200,admin,us-west-2,282,2026-07-14 09:51:58.316084
13507,Workday,/transactions,PUT,540,200,analyst,us-east-1,421,2026-06-24 02:08:58.316158
13508,Salesforce,/transactions,POST,1070,200,admin,us-east-1,188,2026-06-14 08:08:58.316230
13509,SAP,/customers,DELETE,864,200,analyst,us-west-2,447,2026-07-02 10:12:58.316301
13510,Salesforce,/payments,PUT,1337,200,analyst,us-east-1,39,2026-07-06 08:48:58.316370
13511,ServiceNow,/reports,POST,643,200,developer,us-east-1,221,2026-06-15 10:38:58.316447
13512,Salesforce,/transactions,POST,56,200,developer,us-east-1,111,2026-07-12 22:12:58.316532
13513,Salesforce,/customers,DELETE,1069,500,developer,us-east-1,355,2026-07-13 06:18:58.316603
13514,Salesforce,/users,POST,1363,400,admin,us-west-2,156,2026-06-13 16:23:58.316671
13515,Salesforce,/customers,POST,222,200,analyst,us-east-1,26,2026-07-13 09:01:58.316739
13516,Slack,/orders,PUT,83,200,admin,us-west-2,361,2026-06-15 03:56:58.316807
13517,ServiceNow,/orders,DELETE,1358,200,admin,us-east-1,278,2026-07-13 12:57:58.316876
13518,Workday,/users,DELETE,199,200,developer,eu-central-1,361,2026-07-15 04:28:58.316948
13519,Stripe,/orders,GET,1139,200,analyst,us-east-1,331,2026-06-23 12:57:58.317018
13520,Stripe,/reports,POST,1296,200,admin,eu-central-1,239,2026-07-09 23:39:58.317086
13521,ServiceNow,/reports,GET,272,200,admin,us-west-2,199,2026-07-12 05:30:58.317154
13522,Stripe,/transactions,GET,1402,404,analyst,us-west-2,32,2026-07-02 15:36:58.317222
13523,Stripe,/transactions,POST,314,500,admin,eu-central-1,22,2026-06-30 14:39:58.317296
13524,Stripe,/payments,GET,573,200,viewer,eu-central-1,77,2026-06-29 20:01:58.317365
13525,Workday,/transactions,DELETE,873,200,viewer,us-west-2,329,2026-07-03 21:26:58.317444
13526,Slack,/reports,POST,657,200,admin,us-west-2,109,2026-06-22 21:37:58.317530
13527,ServiceNow,/users,POST,1066,200,admin,eu-central-1,430,2026-06-12 02:29:58.317601
13528,Salesforce,/users,GET,563,200,admin,eu-central-1,493,2026-07-06 04:32:58.317672
13529,SAP,/payments,DELETE,594,403,admin,eu-central-1,436,2026-06-28 13:56:58.317741
13530,Stripe,/customers,POST,391,200,developer,eu-central-1,3,2026-06-13 14:33:58.317808
13531,Salesforce,/transactions,DELETE,973,200,analyst,eu-central-1,368,2026-06-24 20:59:58.317876
13532,Workday,/payments,DELETE,1115,200,admin,us-east-1,348,2026-06-30 04:35:58.317944
13533,Workday,/users,DELETE,1115,200,developer,eu-central-1,62,2026-06-13 09:42:58.318011
13534,Salesforce,/orders,GET,140,201,analyst,eu-central-1,428,2026-06-14 04:43:58.318079
13535,Stripe,/orders,PUT,1432,200,admin,eu-central-1,347,2026-07-02 17:14:58.318146
13536,Stripe,/payments,PUT,812,200,developer,eu-central-1,379,2026-07-13 23:25:58.318214
13537,Stripe,/transactions,PUT,416,200,viewer,us-east-1,449,2026-07-06 12:56:58.318281
13538,ServiceNow,/reports,GET,599,201,developer,us-west-2,110,2026-06-21 00:29:58.318349
13539,Slack,/orders,DELETE,733,200,viewer,us-east-1,355,2026-06-20 13:13:58.318429
13540,Workday,/customers,GET,937,200,analyst,us-east-1,271,2026-07-01 17:33:58.318523
13541,Slack,/orders,PUT,1372,200,viewer,eu-central-1,480,2026-06-11 20:19:58.318595
13542,ServiceNow,/transactions,GET,1026,200,admin,eu-central-1,394,2026-06-27 06:20:58.318663
13543,SAP,/reports,POST,348,200,developer,us-west-2,76,2026-06-29 09:50:58.318731
13544,Workday,/reports,POST,1408,403,viewer,eu-central-1,268,2026-06-24 11:42:58.318814
13545,Salesforce,/customers,PUT,1031,200,admin,eu-central-1,99,2026-06-26 19:16:58.318894
13546,Slack,/customers,DELETE,346,200,admin,us-east-1,412,2026-06-25 17:04:58.318966
13547,Workday,/customers,DELETE,1395,200,admin,us-west-2,270,2026-07-05 21:47:58.319035
13548,Salesforce,/transactions,POST,156,200,analyst,us-east-1,207,2026-06-11 07:37:58.319105
13549,Workday,/orders,DELETE,934,200,analyst,us-east-1,388,2026-06-17 22:00:58.319180
13550,Workday,/users,DELETE,99,200,developer,us-west-2,447,2026-06-23 18:53:58.319252
13551,Slack,/orders,DELETE,604,401,viewer,eu-central-1,499,2026-07-06 07:08:58.319321
13552,Stripe,/reports,DELETE,1359,400,viewer,eu-central-1,81,2026-07-03 12:39:58.319388
13553,Workday,/customers,POST,1453,200,analyst,us-east-1,365,2026-07-03 21:32:58.319466
13554,SAP,/users,PUT,1315,400,analyst,us-east-1,378,2026-06-15 08:29:58.319551
13555,Workday,/transactions,PUT,998,200,analyst,us-east-1,439,2026-07-08 05:40:58.319621
13556,Salesforce,/users,GET,478,200,viewer,us-west-2,357,2026-07-07 10:57:58.319689
13557,Stripe,/customers,GET,90,200,analyst,us-west-2,100,2026-07-12 17:43:58.319757
13558,Workday,/reports,DELETE,236,200,admin,us-west-2,434,2026-06-14 18:46:58.319825
13559,Stripe,/reports,DELETE,926,201,viewer,us-east-1,483,2026-07-08 14:02:58.319901
13560,ServiceNow,/orders,PUT,1162,500,admin,us-west-2,259,2026-07-07 15:50:58.319972
13561,Slack,/payments,POST,441,201,viewer,us-east-1,174,2026-07-14 08:07:58.320039
13562,Workday,/customers,POST,820,400,analyst,us-west-2,396,2026-06-28 00:44:58.320107
13563,Salesforce,/orders,GET,991,200,analyst,us-east-1,84,2026-06-14 02:51:58.320178
13564,Salesforce,/reports,POST,1389,200,developer,us-west-2,135,2026-06-30 15:15:58.320249
13565,Stripe,/customers,PUT,939,201,analyst,us-east-1,355,2026-06-13 13:10:58.320316
13566,Stripe,/reports,DELETE,1169,500,viewer,eu-central-1,413,2026-06-25 14:01:58.320383
13567,SAP,/orders,GET,592,201,analyst,us-east-1,367,2026-06-16 13:55:58.320460
13568,Stripe,/reports,DELETE,123,200,developer,us-west-2,165,2026-06-21 02:56:58.320544
13569,Slack,/users,POST,1135,200,viewer,us-east-1,496,2026-06-13 15:24:58.320617
13570,Workday,/transactions,DELETE,376,200,analyst,eu-central-1,94,2026-06-16 08:54:58.320687
13571,Workday,/customers,POST,984,200,admin,eu-central-1,320,2026-07-05 23:31:58.320755
13572,SAP,/orders,DELETE,1198,404,developer,us-east-1,130,2026-07-12 00:26:58.320822
13573,Salesforce,/customers,POST,758,200,admin,us-east-1,38,2026-07-10 01:33:58.320891
13574,Stripe,/customers,DELETE,121,404,admin,us-east-1,227,2026-07-15 13:01:58.320961
13575,SAP,/transactions,POST,1192,403,analyst,eu-central-1,169,2026-06-26 12:17:58.321029
13576,SAP,/payments,DELETE,1240,200,analyst,eu-central-1,420,2026-07-10 06:53:58.321096
13577,Salesforce,/orders,PUT,361,200,admin,eu-central-1,416,2026-06-11 21:18:58.321164
13578,ServiceNow,/customers,POST,1341,200,viewer,us-east-1,312,2026-06-15 01:39:58.321232
